"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000275807",33.2722573530039,-3.02761640234077,0.580107636024304,-5.21905973017381,1.79833764715606e-07,0.000434748126199977,NA
"ENSG00000264589",3.47081452746763,-3.51399522911403,0.834872227112664,-4.20902159036586,2.56478882948242e-05,0.0413358466351583,NA
"ENSG00000107854",93.7244090363525,-8.06299972707936,1.49905675204116,-5.37871545963857,7.5019164558746e-08,0.000362717660641537,"TNKS2"
