"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000286177",6.01473353226002,3.75798156986134,0.918295081514827,16.1277184660306,0.000314709919776845,0.00607119852210762,"LOC105372401"
"ENSG00000121542",1.24797491724556,3.75700791808233,1.37411926384282,11.8515750577255,0.00266970438784409,0.023874699441516,"SEC22A"
"ENSG00000261359",6.60574178346253,3.754757017188,0.91657791905368,15.389312758912,0.000455253396132406,0.00775973577125684,"PYCARD-AS1"
"ENSG00000142677",1.0950255165046,3.75138139241499,1.07715837748348,10.6422787753429,0.00488718215665652,0.0347615265837263,"IL22RA1"
"ENSG00000198513",7.37376603079593,3.74993527105349,0.843408349451171,13.5059271360924,0.00116741477604854,0.0141676661932097,"ATL1"
"ENSG00000165097",2.02415285256653,3.74985704654434,0.833972045429788,18.3256621818347,0.000104865593371355,0.00278373656679967,"KDM1B"
"ENSG00000285973",1.18200561072796,3.74712755262831,1.37199193693126,10.8312979099853,0.00444645132946394,0.0326455059872378,NA
"ENSG00000121775",1.34157847023192,3.74666793292389,1.01578148825254,10.8527480450585,0.00439901765800099,0.0324574233562798,"TMEM39B"
"ENSG00000288534",20.3399143889784,3.74335859735736,0.897568452031968,44.5759066992331,2.09153360737832e-10,7.25398416785081e-08,"TMX2-CTNND1"
"ENSG00000176208",1.95282540572806,3.73966284088935,0.89778678686442,10.9858129081302,0.00411586420282669,0.0311797234054592,"ATAD5"
"ENSG00000242686",1.01678722653867,3.73956903597206,1.35011690959244,10.1408916587217,0.00627961987771129,0.0403646476748614,NA
"ENSG00000143437",2.81798318995254,3.73933801644528,0.955379499668809,17.7790976684449,0.000137821824447432,0.0034016865843712,"ARNT"
"ENSG00000101638",8.12994653856681,3.73824544965559,0.738280087852717,23.7016335574931,7.13272806613402e-06,0.000351220813478711,"ST8SIA5"
"ENSG00000204444",2.57952407407991,3.7367175417309,1.07338858105457,10.8039503021091,0.00450766881729521,0.0329386488403184,"APOM"
"ENSG00000171357",1.38447971621165,3.73668337023201,1.20154481642673,13.5945306440323,0.00111682513268299,0.0138122698967631,"LURAP1"
"ENSG00000164031",1.46366323332852,3.73612174977545,1.13387607887685,12.0894156947768,0.00237037324856684,0.0220121855690544,"DNAJB14"
"ENSG00000136044",4.03795464419134,3.73609814097329,1.08624817224901,10.3963210634154,0.0055267213048643,0.0373615727533072,"APPL2"
"ENSG00000113248",1.6111987921913,3.73549598282365,1.34855592008953,11.1277974145591,0.00383380035761949,0.02982177030983,"PCDHB15"
"ENSG00000166415",2.30284055418895,3.73502112048607,1.28061156187517,12.1974395286977,0.00224574095751956,0.0212128781742256,"WDR72"
"ENSG00000154760",1.52434963725618,3.72921800462436,1.07416063188925,12.2386735321815,0.00219991453721967,0.0210038519011386,"SLFN13"
"ENSG00000153253",2.36981182073905,3.72865444634331,1.28372038866312,10.1189194407406,0.00634898881576072,0.0405167070266586,"SCN3A"
"ENSG00000164366",4.4540824690633,3.72752675896671,0.651776579362023,28.4661594293386,6.5864594048993e-07,5.38873709465453e-05,"CCDC127"
"ENSG00000250754",2.57559486296856,3.72726627831878,1.04534043604626,10.000093505724,0.0067376319881433,0.0417763402779896,"LINC02436"
"ENSG00000115816",19.8050556886107,3.72601423716274,1.18884361572795,20.220773946069,4.06550713605642e-05,0.0013746853146572,"CEBPZ"
"ENSG00000131143",3.76078931513343,3.7253133206579,0.94663266118295,15.1616257894362,0.000510146359136128,0.00829287337086353,"COX4I1"
"ENSG00000075711",4.72499453441827,3.72250382259414,0.829348867838757,22.554772542133,1.2655909837363e-05,0.00055776902084334,"DLG1"
"ENSG00000005189",0.969295707735675,3.72091812386694,1.23740326594734,10.7382633353514,0.00465817439805931,0.0336541897408787,"REXO5"
"ENSG00000154655",2.92674414525826,3.71886518721221,1.07406607236725,14.3217854195242,0.00077636117856945,0.0109224570043183,"L3MBTL4"
"ENSG00000290567",1.68826147593517,3.71803741743895,1.01598158904625,10.2363293266221,0.00598700098023877,0.0392307674314481,"ATP8B5P"
"ENSG00000118894",2.85571967099498,3.71727887270396,0.894429001243744,15.846369172622,0.000362246881204844,0.00665810562101699,"EEF2KMT"
"ENSG00000168367",1.19520887710875,3.71447079824334,1.01170667763695,11.5013830706872,0.00318058055195905,0.0266507259064888,"LINC00917"
"ENSG00000085978",3.78164973872395,3.71283446613576,1.12969020060916,10.7059513756977,0.0047340429851115,0.0340364676811487,"ATG16L1"
"ENSG00000163539",4.78124287283437,3.71257698432605,0.882156935167686,21.1905626316757,2.50338583385174e-05,0.000943016026479824,"CLASP2"
"ENSG00000291166",1.92479341447651,3.71075649018653,1.39849457364887,10.2542539911938,0.00593358321947684,0.0390621594572757,NA
"ENSG00000085788",3.28450279606435,3.7101905120521,0.934572003809466,12.8540017272761,0.00161729405352308,0.017340261646443,"DDHD2"
"ENSG00000158691",6.00606862340677,3.70767738763042,1.18934358241724,10.4201498245074,0.0054612645566805,0.0370954365845295,"ZSCAN12"
"ENSG00000289586",2.62183657043403,3.70604686347216,1.19441700268487,18.0792327960193,0.000118616329188197,0.00305719695616881,"LOC105377294"
"ENSG00000062485",2.4119136657612,3.69876738199069,0.741104350353879,14.831202803129,0.00060179036658536,0.00923813086311082,"CS"
"ENSG00000166856",1.17394587157972,3.69833389211906,0.87605069797732,12.6956249045255,0.0017505724114672,0.0182898704993763,"GPR182"
"ENSG00000253710",4.05418228769635,3.6982834618751,0.965088649184459,12.2960050265368,0.00213774763064705,0.0206796041118379,"ALG11"
"ENSG00000285108",2.41899149219815,3.69680373994918,1.15480512671201,11.3650876738859,0.00340488594271082,0.027800179288643,NA
"ENSG00000148600",3.04255678441813,3.69625421284521,1.0605023514225,15.6924854723059,0.000391219123751551,0.00704111348478503,"CDHR1"
"ENSG00000158423",1.97614136296263,3.6945525689965,1.2112518515678,12.4564140178115,0.00197298627395758,0.0197073755729622,"RIBC1"
"ENSG00000198715",0.978563177319485,3.69442378836376,0.935101267333196,12.1605129007752,0.00228758992436918,0.0215021051149649,"GLMP"
"ENSG00000172113",2.77626338589961,3.6940824773351,1.00575572455699,19.4350872849458,6.02177353151873e-05,0.00186184835119864,"NME6"
"ENSG00000255559",2.88492478757227,3.69160362799981,0.971814874933932,9.89928814396819,0.00708593056147126,0.0429708135606918,"ZNF252P-AS1"
"ENSG00000135932",2.5082253492765,3.69157150765599,0.939705171036625,10.1257255668136,0.00632741952824105,0.0404909246159375,"CAB39"
"ENSG00000164221",1.57013432668495,3.69142016355474,0.987770565899647,13.5300329757765,0.00115342847652267,0.0141009945704542,"CCDC112"
"ENSG00000111877",3.84484759609849,3.69112720371581,0.982888680977428,9.99857033826657,0.0067427652134777,0.0417763402779896,"MCM9"
"ENSG00000198399",21.1887134056827,3.68821759038579,0.894127655185311,43.6839962248092,3.26693689823306e-10,1.06368798519205e-07,"ITSN2"
"ENSG00000138785",3.80404980262871,3.68708286053818,0.7054464475901,23.3182892227686,8.63968346871953e-06,0.00040517969328917,"INTS12"
"ENSG00000152076",1.53916803676587,3.68321696733163,0.898067964894339,13.5173869007662,0.00116074475421252,0.0141362761898523,"CCDC74B"
"ENSG00000124466",1.52864363304568,3.68158711978764,1.13105022785299,10.7375747566117,0.0046597784340981,0.0336541897408787,"LYPD3"
"ENSG00000106299",1.94113943436425,3.67661491596139,1.24085569017343,13.2004608663914,0.00136005459970828,0.0155990733887461,"WASL"
"ENSG00000166342",2.52750792667105,3.67641388502857,1.03288838962502,10.6686151246753,0.00482324875532925,0.0344756410806724,"NETO1"
"ENSG00000164253",1.69707221000191,3.67621917514717,0.806271835029875,16.0273795195018,0.000330901516612753,0.00626239952080648,"WDR41"
"ENSG00000267383",4.20843607515199,3.67492342812682,0.716030514646914,34.9259944744233,2.60565349810521e-08,3.45091691517908e-06,NA
"ENSG00000225386",2.35429858784016,3.67426306528651,1.68525377147124,9.48660728894507,0.00870982443991896,0.0487737940029719,"LRRC3B-AS1"
"ENSG00000288873",3.00135731525233,3.67136582146533,0.944217779469171,10.2172005401426,0.00604453772535883,0.0394548617688094,NA
"ENSG00000188938",8.3244794132037,3.67122164249571,0.716595517216714,23.6056441604262,7.48340930624775e-06,0.000362888486540658,"FAM120AOS"
"ENSG00000162989",1.05380698827773,3.66746741193648,1.27124932581353,10.1273340013087,0.00632233295395369,0.0404909246159375,"KCNJ3"
"ENSG00000135040",3.97252258816459,3.66718310674209,1.18586778562529,12.6684676850712,0.00177450486806726,0.0184673520320581,"NAA35"
"ENSG00000156508",33.2909764403978,3.66648674389915,0.97330440769308,22.4858883690731,1.30993992899635e-05,0.000571519417967473,"EEF1A1"
"ENSG00000155189",3.08183596520138,3.66623148270978,1.00927756181566,10.1621011619933,0.00621337792904798,0.0401491419522201,"AGPAT5"
"ENSG00000107815",1.80646538360424,3.66558738688496,0.853118088902555,14.6645484228997,0.000654084368208864,0.00978917636998519,"TWNK"
"ENSG00000047315",3.08400585194647,3.66461574516446,1.00889458887561,18.6976765483315,8.70665077757478e-05,0.00244536007144965,"POLR2B"
"ENSG00000197085",2.2343412917845,3.66111989998954,1.40558869541401,9.82915087366101,0.00733883302929194,0.0439833742108654,"NPSR1-AS1"
"ENSG00000152620",2.90962285921457,3.66071932826308,1.11457988519619,11.8157051945417,0.00271801730279499,0.0240341280984746,"NADK2"
"ENSG00000163597",2.81152826825857,3.65949027030304,0.967880777695131,11.1026116097775,0.00388238429566363,0.0300677471131153,"SNHG16"
"ENSG00000119778",2.99618758368318,3.65893716706483,0.843681882546594,15.2874234556107,0.00047904705579746,0.00798611988316894,"ATAD2B"
"ENSG00000011143",2.60409659696944,3.65871483049091,0.808296600682702,16.2788869726791,0.000291799543489779,0.0057398636907326,"MKS1"
"ENSG00000138138",2.62721983275575,3.65812546458789,1.01983354532041,15.210654809203,0.000497792415292881,0.00819840028597733,"ATAD1"
"ENSG00000278768",1.51640066461408,3.65807552830007,0.891855582431117,12.0421743924668,0.0024270295028017,0.0223949269448805,NA
"ENSG00000182057",3.25935413394308,3.65425786352999,0.630685601061964,23.9404998280179,6.32974938633024e-06,0.000320586735585754,NA
"ENSG00000090447",5.34188052886672,3.65402016719024,0.831245855496422,19.0900653367578,7.15558232323104e-05,0.00212193606663249,"TFAP4"
"ENSG00000248383",2.76451171837522,3.65056812049611,0.963508035027684,13.3018762049601,0.00129280874933466,0.0150881278616571,"PCDHAC1"
"ENSG00000145555",3.21360061479692,3.64955673157188,0.907558701303115,17.6883778156737,0.000144217366370538,0.00352153782634341,"MYO10"
"ENSG00000116641",3.99574881726549,3.6457518312629,0.904873197761971,12.9557983605572,0.00153703632611333,0.016853524087156,"DOCK7"
"ENSG00000236204",2.42571706284998,3.64574988072142,1.54697463819715,9.6260053029653,0.00812343120815225,0.0469399570789066,"LINC01376"
"ENSG00000138964",3.22942303242037,3.64539997576821,1.00239326340639,12.8033406276453,0.00165878426763288,0.0177018355891739,"PARVG"
"ENSG00000253549",1.37668565680709,3.64529058447573,0.912797054031725,13.6363316772582,0.00109372515210153,0.0136875609215749,NA
"ENSG00000066926",19.6354526363554,3.64465932123346,0.901483076046235,46.3615251667821,8.56490842151692e-11,3.69309591775354e-08,"FECH"
"ENSG00000249679",1.64741711428869,3.64337540321861,1.09977482776411,15.6835147481403,0.00039297782443143,0.0070444586640214,NA
"ENSG00000257550",20.0449251552926,3.64314079630429,1.50542896674298,12.3289606811418,0.00210281082618446,0.0205062615653709,"LOC100652999"
"ENSG00000205038",53.2809900293511,3.64286250485693,1.16044074069575,31.6861140580073,1.31658152283761e-07,1.33788163155103e-05,"PKHD1L1"
"ENSG00000172733",2.02604680281546,3.64187474749508,0.950114323101768,10.0651806025879,0.0065218949987391,0.0409969711622867,"PURG"
"ENSG00000255508",20.1488839336412,3.64154246155875,1.09906709343147,25.9002095406856,2.37597002961265e-06,0.000143042361707322,NA
"ENSG00000171476",3.16185280705414,3.64111322100435,0.917136339331504,14.6551799307956,0.000657155447558487,0.00980753789555482,"HOPX"
"ENSG00000182134",2.14928767658382,3.64110328712411,0.928476178982107,15.5723723165872,0.000415434267023473,0.00730742921289138,"TDRKH"
"ENSG00000213062",4.07279437791839,3.64020482784236,0.99033435148742,12.4737927006995,0.00195591659210904,0.0196009380091128,NA
"ENSG00000197614",0.940362651969154,3.63916328009186,1.39703711224348,11.161242627478,0.00377022230001648,0.02943066218691,"MFAP5"
"ENSG00000137713",2.52364574455342,3.63909449802059,0.923728050517912,12.4554534961777,0.00197393404952882,0.0197073755729622,"PPP2R1B"
"ENSG00000221888",2.80092771899704,3.63843062715912,1.46412820219358,13.9190363297932,0.000949553992778242,0.012458210855908,"OR1C1"
"ENSG00000170049",2.0506531138955,3.63482191191735,0.863117695744602,9.90439227480732,0.00706786985896955,0.042940135464585,"KCNAB3"
"ENSG00000167232",2.25110525879076,3.63425286429099,1.30209339373616,10.8692541999821,0.00436286162899318,0.0322693993643752,"ZNF91"
"ENSG00000280537",1.97128082338746,3.6313029237283,1.14288500173044,10.1716541394102,0.00618377056543834,0.0400189750961144,NA
"ENSG00000142396",2.87513638418605,3.62875049307069,1.08360183598986,10.6060301847321,0.0049765664561873,0.0350999740238781,"ERVK3-1"
"ENSG00000116106",1.31652434712434,3.62863222340581,1.10695635841961,9.62071449691746,0.00814494940724039,0.0469911465787805,"EPHA4"
"ENSG00000165280",8.9893633694247,3.62687754917054,0.872170877181034,22.0746755890459,1.60895945763196e-05,0.000684515711654942,"VCP"
"ENSG00000054116",2.74080953845728,3.62684737443956,0.852691737959138,18.629357715632,9.0092029704163e-05,0.00248958241357869,"TRAPPC3"
"ENSG00000164463",3.35335207906515,3.62530033595312,0.968765416436447,13.1019480572335,0.00142872330296771,0.0160859926432935,"CREBRF"
"ENSG00000142856",2.5473655076808,3.62512590942574,1.03349720207419,10.3533759737144,0.00564667734773707,0.0379633756450894,"ITGB3BP"
"ENSG00000279175",1.10461391253991,3.62483060447729,0.964595562232574,13.4971358296456,0.00117255762137348,0.0142042401605106,NA
"ENSG00000145526",1.93816035840815,3.62412668386326,1.54219030828137,11.4157891739125,0.00331965443618898,0.0273309583345131,"CDH18"
"ENSG00000100647",3.33410994459928,3.62297076547755,1.01845549179083,13.0363472500468,0.00147636303404217,0.0164712558357404,"SUSD6"
"ENSG00000167555",1.75203382676327,3.62282488915371,1.55702189140176,9.5158809543467,0.00858326864414516,0.0483212305184906,"ZNF528"
"ENSG00000083168",7.69480554608762,3.62171197823169,0.781939464329473,21.0142195676093,2.73413654719943e-05,0.00100849796266747,"KAT6A"
"ENSG00000286729",1.52278205327117,3.61930377451156,0.848997367610646,12.6420727540657,0.00179807905242571,0.01868788333732,NA
"ENSG00000121864",2.18153065028982,3.61916389982104,1.33228588858176,9.67654429063154,0.00792072810195897,0.0461810173904336,"ZNF639"
"ENSG00000187772",1.6862485102417,3.61743081506294,1.23266882661725,11.3020936370552,0.00351383649980721,0.0282825325863745,"LIN28B"
"ENSG00000174099",1.68868718333033,3.61736376965918,0.963427724554151,21.2050488172455,2.48531908652959e-05,0.000943016026479824,"MSRB3"
"ENSG00000174562",1.45993237965296,3.61601961029425,1.08604257093435,11.3657794247072,0.00340370848002647,0.027800179288643,"KLK15"
"ENSG00000196091",1.77528589456022,3.6139297436797,1.23081967427796,10.0960071240693,0.00642214206443253,0.0407537037250644,"MYBPC1"
"ENSG00000107554",4.13142912643135,3.611572332994,1.01825205735786,15.7613429093072,0.000377979175680857,0.00688388101462602,"DNMBP"
"ENSG00000132294",2.22246314908287,3.6091413874391,1.31990920631085,10.8802793196631,0.00433887726155475,0.0322031580512367,"EFR3A"
"ENSG00000143315",2.33505641459085,3.6087471600429,1.05050400338971,9.57347036438557,0.00833964039044509,0.0475350563734051,"PIGM"
"ENSG00000006695",1.67692747545991,3.60864036785266,1.14384788225296,14.2831663022448,0.000791498043035135,0.011036375608661,"COX10"
"ENSG00000234777",4.72088221256768,3.607949652731,0.956890414836689,18.8842158431219,7.93130465386684e-05,0.00231750978842109,"LINC02529"
"ENSG00000100802",2.44462308976651,3.60755577518658,1.02674967623119,9.47467847689859,0.00876192859998955,0.0489624549506946,"C14orf93"
"ENSG00000125378",1.03753584470286,3.60637286849162,1.24077824741516,10.7466831014338,0.00463860524947367,0.0335772723004097,"BMP4"
"ENSG00000160191",3.78936564708689,3.60589323305052,0.921216415145921,13.5250482166039,0.00115630684361348,0.0141253594050609,"PDE9A"
"ENSG00000120055",1.25914659257241,3.60530150167153,0.958925548154536,9.53963858699012,0.0084819127582836,0.0480029926022194,"C10orf95"
"ENSG00000240303",1.69875312629786,3.60396353840221,1.35161002979276,13.7585336424891,0.00102889813495373,0.0131005912570245,"ACAD11"
"ENSG00000249550",2.11844769844079,3.60357417566569,1.03018092680472,9.73301326028758,0.00770021806692388,0.0453820757442569,"LINC01234"
"ENSG00000132773",0.985899048758822,3.60215555207679,1.45902091055039,9.46427492808454,0.00880762492388194,0.0490631452638312,"TOE1"
"ENSG00000152910",1.35292796827513,3.59955947509712,1.12790551167675,9.7682233109262,0.00756584185188669,0.0448219238414409,"CNTNAP4"
"ENSG00000233902",5.55760357996975,3.59808586540228,1.37469285652199,9.47730548512283,0.00875042732588237,0.0489324632166587,NA
"ENSG00000182541",3.63572732165528,3.5980399055987,0.77403376074356,24.3375969937364,5.18988770995052e-06,0.000274170425577982,"LIMK2"
"ENSG00000160678",3.16544137331172,3.597979243098,0.690296526028993,17.1928913621088,0.00018476132867814,0.00422909933677339,"S100A1"
"ENSG00000187908",2.90664316037302,3.59419165819151,1.17971257676336,11.0646213094129,0.00395683563704283,0.0303790066274965,"DMBT1"
"ENSG00000169599",1.73680792202759,3.59319994560686,1.46628030531101,10.4956067376225,0.0052590579311684,0.0363115142485735,"NFU1"
"ENSG00000140374",2.24217833801218,3.59293358334724,1.10398233202133,14.2400389827181,0.000808750987314611,0.0111712668845171,"ETFA"
"ENSG00000163362",1.69645607782366,3.5925732675868,0.845365266981312,14.0827333650251,0.000874929993258038,0.0117993517433971,"INAVA"
"ENSG00000278932",2.44913637899689,3.59255194466213,1.21099530197034,14.4236617784864,0.000737805078706938,0.0105568988571215,"LOC105379428"
"ENSG00000171466",4.12093735278824,3.59115253903399,0.958019518719717,21.9643288313204,1.70022577201213e-05,0.000711952807524448,"ZNF562"
"ENSG00000255693",2.43812540873846,3.58943139685488,1.47218146325672,9.99703339124559,0.006747948841417,0.0417922266366331,"LINC02389"
"ENSG00000233143",11.6156399443761,3.58926213982036,0.900153190228712,12.3152243020907,0.00211730304014233,0.0205846756261004,NA
"ENSG00000129473",2.09735753183429,3.58828262930011,0.912647173766352,12.426762840208,0.00200245486199157,0.0198667294263121,"BCL2L2"
"ENSG00000280434",3.85473054362233,3.58809686857162,0.920417386872322,12.5025977643612,0.00192794833147455,0.0194290115844471,NA
"ENSG00000134262",1.02574704768575,3.5869211741265,1.11358394544472,11.5062862581522,0.00317279261094646,0.0266134244558569,"AP4B1"
"ENSG00000246859",19.7126356808244,3.58614221969807,0.771338707397264,15.2079700395869,0.000498461092979692,0.00819840028597733,"STARD4-AS1"
"ENSG00000086015",3.16276976627472,3.58558250740547,0.829466329323354,21.9244699912854,1.73445018917052e-05,0.000724382678482368,"MAST2"
"ENSG00000159409",2.56822991425228,3.58389751675245,0.920398017507336,11.7714691512284,0.00277880423359211,0.0243210199373795,"CELF3"
"ENSG00000122483",6.76866792122401,3.58024244032405,0.932643767276041,11.2066372759248,0.00368561218601483,0.0290035959526813,"CCDC18"
"ENSG00000291281",1.86064518653664,3.57880741969311,0.797030308379336,13.10656806524,0.00142542675540321,0.0160774539493745,"COL6A4P1"
"ENSG00000077800",1.89843356807526,3.57817336561152,0.88762740580764,14.5732795882631,0.000684624671879053,0.0100761088700723,"FKBP6"
"ENSG00000281706",0.997302514720115,3.57707680230556,1.180192096133,10.2323523588057,0.00599891787970129,0.0392831349738081,"LINC01012"
"ENSG00000183853",1.87657028503373,3.5769154652747,0.836969098688623,10.568906974812,0.00506980214190426,0.0354752734087458,"KIRREL1"
"ENSG00000204969",4.36114201187066,3.57410336630502,1.2360472087746,12.0691531009872,0.00239451026689096,0.0221589424582241,"PCDHA2"
"ENSG00000165119",2.14354847460269,3.5730543974038,1.02813380575764,11.2905863973787,0.00353411205217737,0.0283475232179175,"HNRNPK"
"ENSG00000090857",3.67552239810667,3.57266469876642,0.988970033091661,11.0458204249633,0.00399420702040352,0.0305995545920497,"PDPR"
"ENSG00000218819",2.5888345862597,3.57262778254411,1.41773703654576,12.8449328679609,0.00162464421143753,0.017384019952565,"TDRD15"
"ENSG00000139971",1.02109702230493,3.57245021471914,1.31922285551066,10.5215689144817,0.00519123082240796,0.0360875366190399,"ARMH4"
"ENSG00000139719",3.71495082528889,3.5715929387467,1.14715815365274,11.6494665797388,0.00295359180018668,0.0253205822569469,"VPS33A"
"ENSG00000233757",5.55012327609029,3.57133819583222,1.16541987202466,12.4257868367401,0.00200343230191316,0.0198667294263121,"ZNF892"
"ENSG00000138756",4.00471937489885,3.57115402528263,0.976207082714977,17.4371453243253,0.000163520423318882,0.00387063031695764,"BMP2K"
"ENSG00000091527",1.40638147489109,3.56662474125665,0.93642362891425,12.2351314709161,0.00220381410536242,0.0210061040399023,"CDV3"
"ENSG00000140829",2.48979068990326,3.56596401315758,0.9255963264046,21.7689786216439,1.87467658050766e-05,0.000763624140108424,"DHX38"
"ENSG00000172046",2.66501708973135,3.56439112172333,0.795100451412162,11.4568324781812,0.00325222390207339,0.0269692814354203,"USP19"
"ENSG00000051382",17.7063418399592,3.55977655727769,1.26969502422022,26.247199525206,1.99752875762117e-06,0.000127986240156981,"PIK3CB"
"ENSG00000105136",1.10522194206565,3.55841773951284,1.24930346399712,11.3460675528392,0.00343742107442738,0.0279830784074234,"ZNF419"
"ENSG00000072415",5.88152051304913,3.5573098134069,0.930753858585118,11.7796647746709,0.0027674405161216,0.0242592010957165,"PALS1"
"ENSG00000163933",1.70792708313885,3.55705107305555,1.08679109405229,10.4735735086016,0.00531731525512182,0.0365499558725608,"RFT1"
"ENSG00000119630",2.58276569227476,3.55656322470733,1.16742092498529,11.2883885415671,0.00353799792128763,0.0283644315759914,"PGF"
"ENSG00000092068",2.54936439391305,3.5538504123165,0.894649945111534,14.3109904636052,0.000780562900068331,0.0109533866817631,"SLC7A8"
"ENSG00000213020",1.0873766532293,3.55350975334921,1.34223770531882,9.87653290623427,0.00716701196068099,0.0432049139662865,"ZNF611"
"ENSG00000232160",8.21409834816615,3.5532572322644,0.962641835266074,11.1456622141438,0.00379970781090999,0.0295709943489063,"RAP2C-AS1"
"ENSG00000144730",4.12384172965248,3.55199648201012,0.847737759436183,20.0482215251041,4.43183935608875e-05,0.00147303219986745,"IL17RD"
"ENSG00000125731",1.35078668259206,3.55101204571438,0.815322159669428,15.2888532745928,0.000478704702900859,0.00798611988316894,"SH2D3A"
"ENSG00000113319",3.51785862973674,3.54820532076434,0.871151963753802,17.8458093317162,0.000133300488534931,0.00331774726066504,"RASGRF2"
"ENSG00000176927",1.78259249959025,3.54590923105672,1.18161964198888,10.0791042909324,0.00647664826515302,0.0408917522157452,"EFCAB5"
"ENSG00000137824",3.4669466783696,3.54534671228398,1.04674817105108,19.1035815843022,7.10738705046987e-05,0.00211156895722898,"RMDN3"
"ENSG00000119138",2.01137371668221,3.54349645616505,0.794625359249296,15.4403542687102,0.000443781987904057,0.00763764599247177,"KLF9"
"ENSG00000181036",1.20023725481638,3.54206755673993,0.997633666499015,9.6062952525557,0.00820388360652771,0.0471826817081987,"FCRL6"
"ENSG00000197217",2.83214951244889,3.54144911126457,0.620123958681589,24.2274332162688,5.48377619227099e-06,0.000286846443840955,"ENTPD4"
"ENSG00000119383",1.53267645530656,3.54133207855804,0.959447893512463,11.0893904882412,0.00390813404936037,0.0301475560555682,"PTPA"
"ENSG00000122678",2.36577586175491,3.54122409776885,0.98219915813979,12.940740310998,0.00154865238462346,0.016908217305182,"POLM"
"ENSG00000230524",2.66077393293758,3.53889300428257,0.743716172415204,13.155406176932,0.00139104072570277,0.0158180069407427,NA
"ENSG00000153896",2.53328270871848,3.53880315134594,1.15233261107959,12.988908785867,0.00151179983698673,0.0167061838442175,"ZNF599"
"ENSG00000259494",1.26394163673353,3.53839545821106,1.07691923609913,9.54098979431683,0.00847618428225944,0.0479926750816122,"MRPL46"
"ENSG00000228086",3.91004761552366,3.53726053238494,1.49890326672989,10.313457318668,0.00576051349774399,0.038421083755438,NA
"ENSG00000285752",6.06516491379379,3.53654803293531,0.921384820965309,10.9451653941127,0.0042003698541569,0.031512316978742,NA
"ENSG00000115504",2.41769760512347,3.53322191409281,0.920685196008959,9.52386075363768,0.00854909049266299,0.0482633367728044,"EHBP1"
"ENSG00000167186",3.51759969124411,3.53217905406701,0.848129690325008,16.6663398153317,0.000240408762171704,0.00506000183599916,"COQ7"
"ENSG00000273559",1.2198206248975,3.53214528937055,0.930704002970419,12.2322186057729,0.00220702615050311,0.02102142997321,"CWC25"
"ENSG00000142528",2.60794706966335,3.53115457300466,1.01973258410644,12.4454587052746,0.0019838232681566,0.0197811977626065,"ZNF473"
"ENSG00000170423",1.28954753929639,3.52748280476286,0.86943112196759,9.41212868607033,0.00904028712890749,0.0497796216349161,"KRT78"
"ENSG00000101452",1.21030818824766,3.52572663994136,1.09373828449198,12.0273031394483,0.00244514324777578,0.0225034472079201,"DHX35"
"ENSG00000107742",1.97861566308774,3.52321405353647,0.806988823163173,16.8543203940055,0.000218842077187905,0.00477620588160852,"SPOCK2"
"ENSG00000182732",2.11994710406105,3.52306464083836,0.901557523226851,17.3970162209754,0.000166834524092045,0.00392577875717477,"RGS6"
"ENSG00000143365",1.42857991243063,3.52290423028217,0.920161325325684,15.5410986462992,0.000421981398978548,0.0073496629250041,"RORC"
"ENSG00000156869",1.06419652874754,3.51845710332716,1.3058662790424,9.45189761066786,0.00886230132084057,0.0492340726548241,"FRRS1"
"ENSG00000154727",15.4446341775305,3.51791152500572,1.03301487251104,10.1464000938727,0.00626234823412703,0.0403023411566207,"GABPA"
"ENSG00000111671",1.1934268371405,3.51118496485198,0.830936370194214,13.1954911217421,0.00136343836411326,0.0156154311996145,"SPSB2"
"ENSG00000172987",1.56533492579637,3.51090848427277,1.02946925594204,12.6408157235425,0.00179920952777508,0.01868788333732,"HPSE2"
"ENSG00000165060",2.27338092508978,3.51079439381715,1.03005677137635,13.120256755381,0.0014157039538763,0.0159845299930237,"FXN"
"ENSG00000157613",2.23331210319984,3.50741139724982,0.842695606815795,11.8070047699028,0.0027298670108358,0.0240763381404325,"CREB3L1"
"ENSG00000131374",3.06296039996002,3.50671949834741,0.874277593065887,17.2871000580402,0.000176260061915334,0.00409920266442746,"TBC1D5"
"ENSG00000120798",1.47226515167778,3.5067059527774,1.02582801788718,13.371400091051,0.00124864034268188,0.0147343254638659,"NR2C1"
"ENSG00000163576",2.33663360370183,3.50530275269129,1.52446968756165,10.0439876560669,0.00659137153774701,0.0413021759026647,"EFHB"
"ENSG00000278540",2.26338506211705,3.50398822297479,1.00498879358081,9.68493427037845,0.00788757032467653,0.0460777359794542,"ACACA"
"ENSG00000118482",5.96341814317035,3.5018646596324,0.82668636467397,20.9011857938319,2.89311150432914e-05,0.00103992310863951,"PHF3"
"ENSG00000164520",2.28497496443572,3.50172954132914,1.09358117236277,10.7519985002553,0.00462629359861581,0.0335494823705653,"RAET1E"
"ENSG00000189114",3.4457298802456,3.50136661801635,0.893470671629508,17.8493210618296,0.0001330666362317,0.0033171306742384,"BLOC1S3"
"ENSG00000176834",3.4646117048984,3.5011154953039,0.873979612593867,15.9437122506668,0.00034503795746975,0.00646095724585961,"VSIG10"
"ENSG00000134755",1.39747550887769,3.5000911190933,0.925100411607521,14.6719576020297,0.000651665736868055,0.00976213630609666,"DSC2"
