"genes","value","phenotype","symbol"
"ENSG00000171574",1.14629676326703,"TN","ZNF584"
"ENSG00000152782",1.14617507716203,"TN","PANK1"
"ENSG00000182732",1.14616554576888,"TN","RGS6"
"ENSG00000118298",1.14610048900608,"TN","CA14"
"ENSG00000111271",1.14594699710127,"TN","ACAD10"
"ENSG00000257167",1.14593255750254,"TN","TMPO-AS1"
"ENSG00000116117",1.14592238530257,"TN","PARD3B"
"ENSG00000168522",1.14591479985582,"TN","FNTA"
"ENSG00000150967",1.14582932676456,"TN","ABCB9"
"ENSG00000099284",1.14575850316115,"TN","MACROH2A2"
"ENSG00000001084",1.14575256542893,"TN","GCLC"
"ENSG00000100836",1.14573203931838,"TN","PABPN1"
"ENSG00000137802",1.1456962698183,"TN","MAPKBP1"
"ENSG00000253719",1.14548254216828,"TN","ATXN7L3B"
"ENSG00000139971",1.14545780325064,"TN","ARMH4"
"ENSG00000275395",1.14544997923161,"TN","FCGBP"
"ENSG00000078403",1.14540189280534,"TN","MLLT10"
"ENSG00000196371",1.1453823976899,"TN","FUT4"
"ENSG00000162772",1.14537970574956,"TN","ATF3"
"ENSG00000238098",1.14520449434054,"TN","ABCA17P"
"ENSG00000196639",1.14519356942382,"TN","HRH1"
"ENSG00000198945",1.145176032658,"TN","L3MBTL3"
"ENSG00000160593",1.14508956171745,"TN","JAML"
"ENSG00000166847",1.14508079276217,"TN","DCTN5"
"ENSG00000103194",1.14506749718242,"TN","USP10"
"ENSG00000251002",1.14495571833315,"TN","TRD-AS1"
"ENSG00000218819",1.14492895983728,"TN","TDRD15"
"ENSG00000117054",1.14491694050176,"TN","ACADM"
"ENSG00000082175",1.14491100260174,"TN","PGR"
"ENSG00000105141",1.14489374062632,"TN","CASP14"
"ENSG00000205085",1.14486373260597,"TN","GARIN1A"
"ENSG00000068903",1.14482015696719,"TN","SIRT2"
"ENSG00000101639",1.14468636568427,"TN","CEP192"
"ENSG00000165097",1.1446623507036,"TN","KDM1B"
"ENSG00000145451",1.14443611761522,"TN","GLRA3"
"ENSG00000167554",1.14443402353744,"TN","ZNF610"
"ENSG00000156886",1.14443232653551,"TN","ITGAD"
"ENSG00000170855",1.1444254077095,"TN","TRIAP1"
"ENSG00000135114",1.14439016553025,"TN","OASL"
"ENSG00000163681",1.14437362368265,"TN","SLMAP"
"ENSG00000165244",1.14436939052013,"TN","ZNF367"
"ENSG00000054116",1.14432995913468,"TN","TRAPPC3"
"ENSG00000152620",1.14432399702312,"TN","NADK2"
"ENSG00000173540",1.14429603695759,"TN","GMPPB"
"ENSG00000290696",1.14424653127517,"TN","POM121L9P"
"ENSG00000125834",1.14423490656697,"TN","STK35"
"ENSG00000139112",1.14415908891794,"TN","GABARAPL1"
"ENSG00000145685",1.14415302006589,"TN","LHFPL2"
"ENSG00000018869",1.14412575618542,"TN","ZNF582"
"ENSG00000198765",1.14406317201769,"TN","SYCP1"
"ENSG00000134438",1.1440388979902,"TN","RAX"
"ENSG00000116221",1.1439525955778,"TN","MRPL37"
"ENSG00000137145",1.14395067702567,"TN","DENND4C"
"ENSG00000154134",1.1438811758339,"TN","ROBO3"
"ENSG00000119041",1.1438775601139,"TN","GTF3C3"
"ENSG00000173933",1.14379757917341,"TN","RBM4"
"ENSG00000167912",1.14374497932378,"TN","TOX-DT"
"ENSG00000163602",1.14373947911267,"TN","RYBP"
"ENSG00000174738",1.14373440886511,"TN","NR1D2"
"ENSG00000129250",1.14370467841161,"TN","KIF1C"
"ENSG00000197324",1.14363984511865,"TN","LRP10"
"ENSG00000254101",1.14359507368649,"TN","LINC02055"
"ENSG00000267665",1.14359476516211,"TN","LOC400622"
"ENSG00000123415",1.14358870344105,"TN","SMUG1"
"ENSG00000127955",1.1435706336031,"TN","GNAI1"
"ENSG00000183196",1.14349095541464,"TN","CHST6"
"ENSG00000167555",1.14347969737798,"TN","ZNF528"
"ENSG00000112130",1.1434680178202,"TN","RNF8"
"ENSG00000174099",1.14344643501694,"TN","MSRB3"
"ENSG00000147459",1.14341360183985,"TN","DOCK5"
"ENSG00000198467",1.14337239724946,"TN","TPM2"
"ENSG00000264522",1.14334322320911,"TN","OTUD7B"
"ENSG00000100300",1.1432835263437,"TN","TSPO"
"ENSG00000198911",1.14327181929072,"TN","SREBF2"
"ENSG00000161048",1.1432368038519,"TN","NAPEPLD"
"ENSG00000169436",1.14322454029191,"TN","COL22A1"
"ENSG00000248118",1.1431957422484,"TN","LINC01019"
"ENSG00000145246",1.14319516622352,"TN","ATP10D"
"ENSG00000198034",1.14318040150697,"TN","RPS4X"
"ENSG00000072803",1.14316015467955,"TN","FBXW11"
"ENSG00000143947",1.14312028688184,"LumB","RPS27A"
"ENSG00000180357",1.14307204866569,"TN","ZNF609"
"ENSG00000125484",1.14300090773107,"TN","GTF3C4"
"ENSG00000137699",1.14299354110898,"TN","TRIM29"
"ENSG00000240694",1.14292427310783,"TN","PNMA2"
"ENSG00000214575",1.14291159745473,"TN","CPEB1"
"ENSG00000114353",1.14288007602762,"TN","GNAI2"
"ENSG00000090447",1.14287983140084,"TN","TFAP4"
"ENSG00000180198",1.14287244477521,"TN","RCC1"
"ENSG00000165060",1.14272734650455,"TN","FXN"
"ENSG00000197496",1.14269331057741,"TN","SLC2A10"
"ENSG00000270800",1.142659263327,"TN","RPS10-NUDT3"
"ENSG00000198722",1.14253367261232,"TN","UNC13B"
"ENSG00000159692",1.14239684767401,"TN","CTBP1"
"ENSG00000151148",1.14233908119344,"TN","UBE3B"
"ENSG00000162946",1.1423033183519,"TN","DISC1"
"ENSG00000137766",1.14226020264033,"TN","UNC13C"
"ENSG00000070444",1.14222589819449,"TN","MNT"
"ENSG00000183117",1.14221665636564,"TN","CSMD1"
"ENSG00000077782",1.14212752542029,"TN","FGFR1"
"ENSG00000109323",1.1419774126196,"TN","MANBA"
"ENSG00000134453",1.14193411310953,"TN","RBM17"
"ENSG00000260097",1.14193026833107,"HER2","SPDYE6"
"ENSG00000079332",1.14192565040419,"TN","SAR1A"
"ENSG00000227467",1.14187791799326,"TN","LINC01537"
"ENSG00000041353",1.14187586404924,"TN","RAB27B"
"ENSG00000104321",1.14186087666366,"TN","TRPA1"
"ENSG00000152430",1.14185221103875,"TN","BOLL"
"ENSG00000073282",1.14183944049742,"TN","TP63"
"ENSG00000151240",1.14180197760303,"TN","DIP2C"
"ENSG00000118194",1.14170143734429,"TN","TNNT2"
"ENSG00000162735",1.14167033617301,"LumB","PEX19"
"ENSG00000105974",1.14165808956813,"TN","CAV1"
"ENSG00000248339",1.14165535182279,"TN","LINC02504"
"ENSG00000085978",1.14149411453208,"TN","ATG16L1"
"ENSG00000197969",1.14145965877469,"TN","VPS13A"
"ENSG00000128973",1.14135071688299,"TN","CLN6"
"ENSG00000290831",1.14134939933823,"TN","NSUN5P2"
"ENSG00000170185",1.14128199967115,"TN","USP38"
"ENSG00000204843",1.14110158873249,"TN","DCTN1"
"ENSG00000107779",1.14108172564225,"TN","BMPR1A"
"ENSG00000133657",1.14105766890117,"TN","ATP13A3"
"ENSG00000227741",1.14103279994924,"TN","LOC729867"
"ENSG00000157060",1.14093578063266,"TN","SHCBP1L"
"ENSG00000124839",1.14092227514466,"TN","RAB17"
"ENSG00000161642",1.14085847257393,"TN","ZNF385A"
"ENSG00000205352",1.14084457091554,"TN","PRR13"
"ENSG00000172733",1.14082634582867,"TN","PURG"
"ENSG00000140577",1.1408085057013,"TN","CRTC3"
"ENSG00000198589",1.14078603074021,"TN","LRBA"
"ENSG00000099282",1.14072834105504,"TN","TSPAN15"
"ENSG00000054654",1.14070282482647,"TN","SYNE2"
"ENSG00000118193",1.14067356662123,"TN","KIF14"
"ENSG00000113248",1.1406647055392,"TN","PCDHB15"
"ENSG00000113296",1.14063661751661,"TN","THBS4"
"ENSG00000173821",1.14059401040102,"TN","RNF213"
"ENSG00000232629",1.14048612496908,"TN","HLA-DQB2"
"ENSG00000008311",1.14018567083092,"TN","AASS"
"ENSG00000129472",1.14011807811788,"TN","RAB2B"
"ENSG00000164520",1.14007286521603,"TN","RAET1E"
"ENSG00000172845",1.14005374081128,"TN","SP3"
"ENSG00000163479",1.14001898978816,"TN","SSR2"
"ENSG00000182310",1.14001686329843,"TN","SPACA6"
"ENSG00000145975",1.1399746098973,"LumB","FAM217A"
"ENSG00000236778",1.13993849561909,"TN","INTS6-AS1"
"ENSG00000121064",1.13993848663936,"TN","SCPEP1"
"ENSG00000255408",1.13986158322894,"TN","PCDHA3"
"ENSG00000143499",1.13981243800619,"TN","SMYD2"
"ENSG00000198900",1.13978416147599,"TN","TOP1"
"ENSG00000157540",1.13978030648815,"TN","DYRK1A"
"ENSG00000198668",1.13976105940127,"TN","CALM1"
"ENSG00000165240",1.13973518819223,"TN","ATP7A"
"ENSG00000118432",1.13972101424351,"TN","CNR1"
"ENSG00000245526",1.13970975256613,"TN","LINC00461"
"ENSG00000242715",1.13967720129534,"TN","CCDC169"
"ENSG00000146857",1.13959431180324,"TN","STRA8"
"ENSG00000166507",1.13951504482469,"TN","NDST2"
"ENSG00000111696",1.13950614993455,"TN","NT5DC3"
"ENSG00000108576",1.13948157220392,"TN","SLC6A4"
"ENSG00000130038",1.13943270136085,"TN","CRACR2A"
"ENSG00000147164",1.13940431761713,"TN","SNX12"
"ENSG00000187048",1.13929337142447,"TN","CYP4A11"
"ENSG00000179915",1.13928155763071,"TN","NRXN1"
"ENSG00000135070",1.13923057071462,"LumB","ISCA1"
"ENSG00000225484",1.13922571809403,"TN","NUTM2B-AS1"
"ENSG00000176623",1.13922095593217,"TN","RMDN1"
"ENSG00000181847",1.13920777037217,"TN","TIGIT"
"ENSG00000278932",1.1391485823593,"TN","LOC105379428"
"ENSG00000139220",1.13907099907338,"TN","PPFIA2"
"ENSG00000184524",1.1390105453502,"TN","CEND1"
"ENSG00000073711",1.13892542494969,"TN","PPP2R3A"
"ENSG00000151914",1.13882669728374,"TN","DST"
"ENSG00000004975",1.13881416194246,"TN","DVL2"
"ENSG00000119535",1.13874481089935,"TN","CSF3R"
"ENSG00000101193",1.13869510458662,"TN","GID8"
"ENSG00000227252",1.13867336474242,"TN","LOC105373951"
"ENSG00000198198",1.13866739146984,"TN","SZT2"
"ENSG00000182612",1.13860423092974,"TN","TSPAN10"
"ENSG00000291200",1.13855731622265,"TN","RHOXF1P1"
"ENSG00000007038",1.13853701746084,"TN","PRSS21"
"ENSG00000178363",1.13844501005008,"TN","CALML3"
"ENSG00000126522",1.13836988972271,"TN","ASL"
"ENSG00000107736",1.13823636428581,"TN","CDH23"
"ENSG00000136444",1.13822240338971,"TN","RSAD1"
"ENSG00000143183",1.13814260534867,"TN","TMCO1"
"ENSG00000176225",1.13810021870581,"TN","RTTN"
"ENSG00000267221",1.13809005455083,"TN","C17orf113"
"ENSG00000162624",1.13796367491412,"TN","LHX8"
"ENSG00000012983",1.13791608107146,"TN","MAP4K5"
"ENSG00000158691",1.13788565357441,"TN","ZSCAN12"
"ENSG00000129990",1.1378570864979,"TN","SYT5"
"ENSG00000144711",1.13760025530087,"TN","IQSEC1"
"ENSG00000122691",1.13751214152749,"TN","TWIST1"
"ENSG00000186998",1.13734953857079,"TN","EMID1"
"ENSG00000168060",1.13718702643961,"TN","NAALADL1"
"ENSG00000141040",1.13714294884745,"TN","ZNF287"
"ENSG00000161940",1.13712086104141,"TN","BCL6B"
"ENSG00000137103",1.13701404708465,"TN","TMEM8B"
"ENSG00000250754",1.13700585164976,"TN","LINC02436"
"ENSG00000186814",1.13699124086855,"TN","ZSCAN30"
"ENSG00000113108",1.13698252186192,"LumB","APBB3"
"ENSG00000106052",1.1369322752995,"TN","TAX1BP1"
"ENSG00000139219",1.1368610451258,"TN","COL2A1"
"ENSG00000136238",1.13685990264795,"TN","RAC1"
"ENSG00000226051",1.13674563750814,"TN","ZNF503-AS1"
"ENSG00000197061",1.13667141694583,"TN","H4C3"
"ENSG00000213420",1.13665399137264,"TN","GPC2"
"ENSG00000179242",1.13664111937367,"TN","CDH4"
"ENSG00000183077",1.13659060554596,"TN","AFMID"
"ENSG00000277301",1.13655326636622,"TN","LOC101929698"
"ENSG00000111087",1.13646018787487,"TN","GLI1"
"ENSG00000092871",1.13643111634253,"TN","RFFL"
"ENSG00000197555",1.13641615257427,"TN","SIPA1L1"
"ENSG00000143486",1.13639817173401,"TN","EIF2D"
"ENSG00000183091",1.13635744118683,"TN","NEB"
"ENSG00000163728",1.13635421416735,"TN","TTC14"
"ENSG00000247624",1.13627950888309,"TN","CPEB2-DT"
"ENSG00000206530",1.1362197128334,"TN","CFAP44"
"ENSG00000290418",1.13618188877648,"TN","TPTEP1"
"ENSG00000247199",1.13596480224676,"TN","FBXO38-DT"
"ENSG00000122547",1.13590859170306,"TN","EEPD1"
"ENSG00000254126",1.13583033556226,"TN","CD8B2"
"ENSG00000164591",1.13577233655841,"TN","MYOZ3"
"ENSG00000049167",1.13573651550147,"TN","ERCC8"
"ENSG00000118680",1.13572191498624,"TN","MYL12B"
"ENSG00000214756",1.13571897799151,"TN","CSKMT"
"ENSG00000175592",1.13568612552167,"TN","FOSL1"
"ENSG00000081307",1.13564581363305,"TN","UBA5"
"ENSG00000100412",1.13564161939267,"TN","ACO2"
"ENSG00000137831",1.13556449987611,"TN","UACA"
"ENSG00000173852",1.1355076892302,"TN","DPY19L1"
"ENSG00000169031",1.13541198875754,"TN","COL4A3"
"ENSG00000167286",1.13533152939672,"TN","CD3D"
"ENSG00000204427",1.13523279717829,"TN","ABHD16A"
"ENSG00000205542",1.1351895940869,"TN","TMSB4X"
"ENSG00000111860",1.13518083435789,"TN","CEP85L"
"ENSG00000100934",1.1351174390525,"TN","SEC23A"
"ENSG00000148908",1.13510163536724,"LumB","RGS10"
"ENSG00000185808",1.1350934921011,"TN","PIGP"
"ENSG00000189238",1.13505442310805,"TN","LINC00943"
"ENSG00000213020",1.1350195540328,"TN","ZNF611"
"ENSG00000166233",1.13500457202241,"TN","ARIH1"
"ENSG00000204084",1.13487437684019,"TN","INPP5B"
"ENSG00000163539",1.13487007750497,"TN","CLASP2"
"ENSG00000100802",1.134869781981,"TN","C14orf93"
"ENSG00000164031",1.13485841756045,"TN","DNAJB14"
"ENSG00000169297",1.13484524878117,"TN","NR0B1"
"ENSG00000071282",1.13472505753826,"TN","LMCD1"
"ENSG00000180769",1.13468743730709,"TN","WDFY3-AS2"
"ENSG00000105325",1.13467829685897,"TN","FZR1"
"ENSG00000101384",1.13462203823085,"TN","JAG1"
"ENSG00000114124",1.13460294153727,"TN","GRK7"
"ENSG00000224893",1.13450563216137,"TN","LINC02840"
"ENSG00000105137",1.13445650975701,"TN","SYDE1"
"ENSG00000122783",1.134416771211,"TN","CYREN"
"ENSG00000167775",1.13438700794117,"TN","CD320"
"ENSG00000112305",1.13423837849634,"TN","SMAP1"
"ENSG00000068305",1.13412054130015,"TN","MEF2A"
"ENSG00000157954",1.13403612929398,"TN","WIPI2"
"ENSG00000105993",1.13400555130443,"TN","DNAJB6"
"ENSG00000171357",1.13398181239848,"TN","LURAP1"
"ENSG00000166851",1.13391784149572,"TN","PLK1"
"ENSG00000135414",1.13386816024815,"TN","GDF11"
"ENSG00000161692",1.13383910085136,"TN","DBF4B"
"ENSG00000099956",1.13382989099547,"TN","SMARCB1"
"ENSG00000131791",1.13366260430956,"TN","PRKAB2"
"ENSG00000273274",1.13354363133308,"TN","ZBTB8B"
"ENSG00000110955",1.13353504280336,"TN","ATP5F1B"
"ENSG00000149761",1.1335163167056,"TN","NUDT22"
"ENSG00000157326",1.13341837309391,"TN","DHRS4"
"ENSG00000196878",1.13336926791231,"TN","LAMB3"
"ENSG00000099219",1.1333280865301,"TN","ERMP1"
"ENSG00000136153",1.13321187695613,"TN","LMO7"
"ENSG00000196705",1.13314658101441,"TN","ZNF431"
"ENSG00000142677",1.13308272480842,"TN","IL22RA1"
"ENSG00000123066",1.13303974896721,"TN","MED13L"
"ENSG00000115548",1.13297941229742,"TN","KDM3A"
"ENSG00000072134",1.13293232215968,"TN","EPN2"
"ENSG00000157106",1.1327972762849,"TN","SMG1"
"ENSG00000173210",1.13277681095316,"TN","ABLIM3"
"ENSG00000139687",1.13267934599776,"TN","RB1"
"ENSG00000121406",1.1325656493159,"TN","ZNF549"
"ENSG00000134830",1.13255897808798,"TN","C5AR2"
"ENSG00000160801",1.13255396831636,"TN","PTH1R"
"ENSG00000105810",1.13247865065503,"TN","CDK6"
"ENSG00000162704",1.13224120257352,"TN","ARPC5"
"ENSG00000158161",1.13222856289088,"TN","EYA3"
"ENSG00000279170",1.1321609772496,"TN","TSTD3"
"ENSG00000181036",1.13214982254565,"TN","FCRL6"
"ENSG00000139644",1.132076564508,"TN","TMBIM6"
"ENSG00000018408",1.13206700482094,"TN","WWTR1"
"ENSG00000121297",1.13198246078008,"TN","TSHZ3"
"ENSG00000163710",1.13183983153383,"TN","PCOLCE2"
"ENSG00000051620",1.13169484697276,"TN","HEBP2"
"ENSG00000189241",1.13167723872674,"TN","TSPYL1"
"ENSG00000144554",1.1316758713759,"TN","FANCD2"
"ENSG00000133030",1.13167339860189,"TN","MPRIP"
"ENSG00000100815",1.13162770158996,"TN","TRIP11"
"ENSG00000242086",1.13162255366104,"TN","SDHAP2"
"ENSG00000174238",1.13159587384023,"TN","PITPNA"
"ENSG00000077235",1.13153657879352,"TN","GTF3C1"
"ENSG00000086548",1.13152122182778,"TN","CEACAM6"
"ENSG00000134755",1.13143884603081,"TN","DSC2"
"ENSG00000132478",1.13139264292934,"TN","UNK"
"ENSG00000174744",1.13131864824389,"LumB","BRMS1"
"ENSG00000203739",1.13121471634136,"TN","PRDX6-AS1"
"ENSG00000081377",1.13119716301394,"TN","CDC14B"
"ENSG00000105136",1.131047818662,"TN","ZNF419"
"ENSG00000204525",1.1310252823627,"LumB","HLA-C"
"ENSG00000164970",1.13099138347214,"TN","FAM219A"
"ENSG00000150625",1.1309750675725,"TN","GPM6A"
"ENSG00000164296",1.13088690137797,"TN","TIGD6"
"ENSG00000167723",1.13079616410585,"TN","TRPV3"
"ENSG00000175048",1.13070832640554,"TN","ZDHHC14"
"ENSG00000135002",1.13067147633188,"TN","RFK"
"ENSG00000151414",1.13061620921701,"TN","NEK7"
"ENSG00000122550",1.13060006886909,"TN","KLHL7"
"ENSG00000198858",1.13049112240959,"TN","R3HDM4"
"ENSG00000162599",1.130448242695,"TN","NFIA"
"ENSG00000179965",1.1303759791595,"TN","ZNF771"
"ENSG00000136098",1.13036660046,"TN","NEK3"
"ENSG00000134900",1.1303239732808,"LumB","TPP2"
"ENSG00000213066",1.13027509442137,"TN","CEP43"
"ENSG00000172578",1.13013368243615,"TN","KLHL6"
"ENSG00000082701",1.13005947843116,"TN","GSK3B"
"ENSG00000175084",1.12991892587437,"TN","DES"
"ENSG00000179299",1.12988272078399,"LumB","NSUN7"
"ENSG00000105186",1.12979608518471,"TN","ANKRD27"
"ENSG00000225951",1.12973188353611,"TN","ODF2-AS1"
"ENSG00000173517",1.1296634629799,"TN","PEAK1"
"ENSG00000198168",1.12965742663564,"TN","SVIP"
"ENSG00000246308",1.1296069633339,"TN","LOC101928053"
"ENSG00000110429",1.12960005434275,"TN","FBXO3"
"ENSG00000126088",1.12958375486197,"HER2","UROD"
"ENSG00000005810",1.12951738183871,"TN","MYCBP2"
"ENSG00000167658",1.12946688825212,"TN","EEF2"
"ENSG00000103266",1.12934383780073,"TN","STUB1"
"ENSG00000261371",1.12932632425781,"TN","PECAM1"
"ENSG00000006125",1.12932184298256,"TN","AP2B1"
"ENSG00000132975",1.12913747489532,"TN","GPR12"
"ENSG00000280350",1.12903334629992,"TN","LINC01726"
"ENSG00000145700",1.12901475841455,"TN","ANKRD31"
"ENSG00000137509",1.12891666086566,"TN","PRCP"
"ENSG00000110497",1.12888494207881,"TN","AMBRA1"
"ENSG00000049860",1.12887827727949,"TN","HEXB"
"ENSG00000101901",1.12880836185991,"TN","ALG13"
"ENSG00000121270",1.12879621992797,"TN","ABCC11"
"ENSG00000140470",1.12868491377614,"TN","ADAMTS17"
"ENSG00000153048",1.12867073040487,"TN","CARHSP1"
"ENSG00000196975",1.12858016584486,"TN","ANXA4"
"ENSG00000105371",1.12843822536111,"TN","ICAM4"
"ENSG00000160396",1.12841633290634,"TN","HIPK4"
"ENSG00000071073",1.12839174036316,"TN","MGAT4A"
"ENSG00000187942",1.12836858843938,"TN","LDLRAD2"
"ENSG00000168959",1.12831536679962,"TN","GRM5"
"ENSG00000164796",1.12826238129571,"TN","CSMD3"
"ENSG00000225386",1.12816607137617,"TN","LRRC3B-AS1"
"ENSG00000175414",1.12811431109782,"TN","ARL10"
"ENSG00000116717",1.12781592146748,"TN","GADD45A"
"ENSG00000058056",1.12765810401808,"TN","USP13"
"ENSG00000184500",1.12761486887086,"TN","PROS1"
"ENSG00000050426",1.12747347712436,"LumB","LETMD1"
"ENSG00000105737",1.12746862245198,"TN","GRIK5"
"ENSG00000137821",1.12730391690925,"TN","LRRC49"
"ENSG00000129038",1.12714476271889,"TN","LOXL1"
"ENSG00000179008",1.1270992152051,"TN","C14orf39"
"ENSG00000289234",1.12707026072767,"TN","ZNF496-DT"
"ENSG00000126581",1.12699592386167,"TN","BECN1"
"ENSG00000115507",1.1269858910706,"TN","OTX1"
"ENSG00000125447",1.12695325699872,"TN","GGA3"
"ENSG00000221968",1.12689477763196,"TN","FADS3"
"ENSG00000122012",1.12688799908328,"TN","SV2C"
"ENSG00000198399",1.12676805743155,"TN","ITSN2"
"ENSG00000157064",1.12670677254113,"TN","NMNAT2"
"ENSG00000204682",1.12655384617773,"TN","MIR1915HG"
"ENSG00000034239",1.12654310080746,"TN","CLXN"
"ENSG00000124772",1.12652342044848,"TN","CPNE5"
"ENSG00000153404",1.12616476188187,"TN","PLEKHG4B"
"ENSG00000119650",1.12612460879532,"TN","IFT43"
"ENSG00000181652",1.12607021968175,"TN","ATG9B"
"ENSG00000253710",1.12594257714204,"TN","ALG11"
"ENSG00000152700",1.12588653432305,"TN","SAR1B"
"ENSG00000183715",1.1258334386875,"TN","OPCML"
"ENSG00000119661",1.12582992144302,"LumB","DNAL1"
"ENSG00000141349",1.12570536868747,"TN","G6PC3"
"ENSG00000122678",1.12569182085061,"TN","POLM"
"ENSG00000125686",1.12564711688079,"TN","MED1"
"ENSG00000105778",1.12556201489972,"TN","AVL9"
"ENSG00000146648",1.12550697016673,"TN","EGFR"
"ENSG00000087510",1.12531981775056,"TN","TFAP2C"
"ENSG00000130226",1.12525244838044,"TN","DPP6"
"ENSG00000248383",1.12522889386378,"TN","PCDHAC1"
"ENSG00000258890",1.12505657597319,"TN","CEP95"
"ENSG00000099817",1.12496639543257,"TN","POLR2E"
"ENSG00000166200",1.12482176671554,"TN","COPS2"
"ENSG00000129473",1.12481913177156,"TN","BCL2L2"
"ENSG00000125818",1.12470502590321,"TN","PSMF1"
"ENSG00000119383",1.12451765288393,"TN","PTPA"
"ENSG00000143149",1.1244367313171,"TN","ALDH9A1"
"ENSG00000280650",1.12431777672139,"TN","KCNIP4-IT1"
"ENSG00000115306",1.12395246741746,"TN","SPTBN1"
"ENSG00000171365",1.12393833127357,"TN","CLCN5"
"ENSG00000129467",1.12393648948196,"TN","ADCY4"
"ENSG00000139517",1.12369446560078,"TN","LNX2"
"ENSG00000259583",1.12365354318596,"TN","ALDH1A3-AS1"
"ENSG00000168769",1.12345693110018,"TN","TET2"
"ENSG00000225032",1.12343658823268,"TN","LOC102723566"
"ENSG00000091010",1.1234338980995,"TN","POU4F3"
"ENSG00000005189",1.12338402550657,"TN","REXO5"
"ENSG00000058600",1.12337477188854,"TN","POLR3E"
"ENSG00000176971",1.12333986191052,"TN","FIBIN"
"ENSG00000064999",1.12333775559257,"TN","ANKS1A"
"ENSG00000112983",1.12331107327271,"TN","BRD8"
"ENSG00000226026",1.12329267824731,"TN","RWDD3-DT"
"ENSG00000174628",1.12321260677289,"TN","IQCK"
"ENSG00000079156",1.12320308036618,"TN","OSBPL6"
"ENSG00000070808",1.1231009044857,"TN","CAMK2A"
"ENSG00000167077",1.1230724907554,"TN","MEI1"
"ENSG00000235927",1.12305317416805,"TN","NEXN-AS1"
"ENSG00000258429",1.1228754355167,"TN","PDF"
"ENSG00000100351",1.12270053575031,"LumB","GRAP2"
"ENSG00000286219",1.12263029590579,"TN","NOTCH2NLC"
"ENSG00000095787",1.12253832680806,"TN","WAC"
"ENSG00000051825",1.12243454626753,"TN","MPHOSPH9"
"ENSG00000187535",1.12219957400406,"TN","IFT140"
"ENSG00000152952",1.1221990883029,"TN","PLOD2"
"ENSG00000171858",1.1221847683889,"TN","RPS21"
"ENSG00000164107",1.12214625436951,"HER2","HAND2"
"ENSG00000198369",1.1221263731417,"TN","SPRED2"
"ENSG00000084110",1.12205324641897,"TN","HAL"
"ENSG00000198626",1.12170329832288,"TN","RYR2"
"ENSG00000259673",1.12170284655927,"TN","IQCH-AS1"
"ENSG00000114098",1.121683886801,"TN","ARMC8"
"ENSG00000101236",1.12165520234525,"TN","RNF24"
"ENSG00000115896",1.1216229545901,"TN","PLCL1"
"ENSG00000107815",1.12154653827423,"TN","TWNK"
"ENSG00000186212",1.12145946571265,"TN","SOWAHB"
"ENSG00000100478",1.12137975247218,"TN","AP4S1"
"ENSG00000125691",1.12133012940294,"TN","RPL23"
"ENSG00000212766",1.12118064794975,"TN","EWSAT1"
"ENSG00000069667",1.12098698373646,"TN","RORA"
"ENSG00000179023",1.12095533667017,"TN","KLHDC7A"
"ENSG00000149792",1.12095169901724,"TN","MRPL49"
"ENSG00000165458",1.12094137186748,"TN","INPPL1"
"ENSG00000155592",1.12072329622805,"TN","ZKSCAN2"
"ENSG00000165124",1.12064780092996,"TN","SVEP1"
